Linux 3.11.0-17-generic (axle) 	07/11/14 	_x86_64_	(64 CPU)

01:25:37        CPU     %user     %nice   %system   %iowait    %steal     %idle
01:26:37        all      2.92      0.00      0.46      0.00      0.00     96.61
01:27:37        all      3.13      0.00      0.24      0.00      0.00     96.62
01:28:37        all      2.86      0.00      0.56      0.04      0.00     96.53
01:29:37        all      3.11      0.00      0.26      0.01      0.00     96.62
01:30:37        all      2.99      0.00      0.42      0.01      0.00     96.57
01:31:37        all      2.99      0.00      0.40      0.00      0.00     96.61
01:32:37        all      3.18      0.00      0.19      0.00      0.00     96.63
01:33:37        all      3.13      0.00      0.26      0.00      0.00     96.61
01:34:37        all      2.94      0.00      0.45      0.00      0.00     96.61
01:35:37        all      3.10      0.00      0.28      0.00      0.00     96.62
01:36:37        all      2.94      0.00      0.45      0.00      0.00     96.60
01:37:37        all      3.12      0.00      0.25      0.00      0.00     96.62
01:38:37        all      2.81      0.00      0.58      0.00      0.00     96.62
