# hostname;interval;timestamp;pgpgin/s;pgpgout/s;fault/s;majflt/s;pgfree/s;pgscank/s;pgscand/s;pgsteal/s;%vmeff
axle;60;1415322825;61448.93;115803.80;49418.12;0.87;63242.57;29829.72;2281.85;31882.48;99.29
axle;60;1415322885;36404.13;96761.67;51955.33;0.02;58679.17;29828.83;1599.15;31283.53;99.54
axle;60;1415322945;27735.93;101102.60;34424.95;0.00;35526.90;11063.67;434.92;11430.05;99.40
axle;60;1415323005;28219.87;65945.47;8161.30;0.00;29114.28;14075.72;7.98;14048.62;99.75
axle;60;1415323065;28280.67;61187.20;5740.18;0.02;29364.20;14148.40;24.47;14139.65;99.77
axle;60;1415323125;19637.13;72458.13;11048.80;0.00;25346.18;13608.93;342.62;13912.37;99.72
axle;60;1415323185;3146.93;132416.60;7211.45;0.00;11437.93;7023.23;348.92;7369.23;99.96
axle;60;1415323245;3195.47;40683.33;69225.80;0.00;68238.20;38626.13;5934.42;44473.83;99.81
axle;60;1415323305;3446.33;61797.80;30980.22;0.17;33560.95;13151.23;54.47;13200.68;99.96
axle;60;1415323365;3458.13;78301.33;14730.68;0.00;37306.22;0.00;0.00;0.00;0.00
axle;60;1415323425;3486.53;25761.93;11082.60;0.00;6606.75;0.00;0.00;0.00;0.00
axle;60;1415323485;3566.47;51257.47;5478.42;0.00;23139.62;0.00;0.00;0.00;0.00
